start_time,end_time,sentence,filename
2461s,2501.100s,Would you rather have two long teeth like a beaver?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2500.700s,2503.200s,beaver? Look at the front only or no teeth at all?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2540.500s,2546.100s,Do you think I thought of these now these are you gonna eat this shit?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2599.600s,2601s,What the fuck?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2623.300s,2626.900s,I know you can is it true?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2678.900s,2681.600s,Would you eat shit?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2704.600s,2706.900s,Would you do to the other rest of hundred forty?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2706.700s,2710.400s,Are you want to honor you want to sensible answer up to you?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2715.100s,2733.500s,Can I build a mistake?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2744.800s,2750.900s,"Yeah, true that will you do with that hundred fifty Moon?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2775.400s,2786.300s,You got everyone but now he's stingy like that you tell us to bring You selling over?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2786.600s,2789.600s,"What about you, bro?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2919.300s,2920.900s,What about you Frankie?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2920.600s,2921.800s,What do you think about that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2921.600s,2922.200s,Was that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2922s,2922.800s,What do you think?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
2922.500s,2928s,I'm what do you think island is bad with money bad with money?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3021.900s,3028.200s,"So use a pressure cooker Island Boys, definitely like what are you like?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3084.800s,3090.600s,So I get that are too they all say what part of New Zealand is the Cook Islands?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3118s,3120.100s,"Oh, you know what?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3175.700s,3182.500s,"And that's just because a lot of our users aren't really attracted to the things that the community do, you know?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3303s,3306.800s,Can I put it on I think Pulido's got the actual did you go?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3306.700s,3308.700s,Nana?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3385.200s,3386s,You know what I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3392.300s,3396s,"There's no podcasting know about like what I mean, is there about you know what? I",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3395.900s,3396.300s,I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3490.500s,3493s,Like how does that make you feel man?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3556.700s,3557.700s,You know what I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3592.100s,3593.900s,We won't know who are we?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3741.500s,3767.400s,"Hey, Who's a baby?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3767.200s,3776.200s,baby? Excuse me?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3776.100s,3789.100s,So what coming towards the end of the podcast man?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3795s,3799.600s,And Uncle Carl all these artists are or whatever what you have to say than what's your advice?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3841.400s,3854.200s,"I'm I just I just have tried I'm trying, you know, it's still only counts like people have message you and I see if I advise to so what have you told them?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3907.600s,3910.400s,What about you Chevy for those upcoming artist man?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
3910s,3911.400s,What's your advice for them?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
4094.600s,4099.700s,Focus on the reason why you're doing if you love music and you want to do music Just Do It For the Love of it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
4141.600s,4145.800s,So any final words man did use enjoy the podcast or what?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
4265.200s,4275.800s,Yeah Instagram Chevy music Facebook Chevy music SoundCloud CX H HV y you You Chevy?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4rZ9Ruxn5nj7qosx2gAp6H.json
24.500s,26.700s,You ready to talk some shit or what?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4zbCPDVoj2S6sRRg1gFVQI.json
550.700s,561.500s,"yourself. So yeah, you know attitude is everything and like a one way you can keep negativity out of your life is like you need to surround yourself with those that bring out the best in you, you know what I mean?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4zbCPDVoj2S6sRRg1gFVQI.json
592.100s,601.400s,"So if you want to be more upbringing and uplifting and if you all about helping surround yourself with people who have the same Vibe the same energy at that are on the same wavelength, you know what I mean?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4zbCPDVoj2S6sRRg1gFVQI.json
879.400s,880.800s,"You know, what's the harm in trying?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4zbCPDVoj2S6sRRg1gFVQI.json
880.400s,882.200s,"You know, we only live?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4zbCPDVoj2S6sRRg1gFVQI.json
974.400s,978.600s,"And you know, if it's not nice to keep it to yourself, you know what I mean?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4zbCPDVoj2S6sRRg1gFVQI.json
1032.800s,1039.900s,"Obviously you want to sound a surround yourself with people that's on the same wavelength as you on the same head space mentality, you know what? I",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4zbCPDVoj2S6sRRg1gFVQI.json
1127s,1128.100s,You know what I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4zbCPDVoj2S6sRRg1gFVQI.json
1259.100s,1259.500s,Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4zbCPDVoj2S6sRRg1gFVQI.json
1263.300s,1279.400s,"Anyways, man, add me on all my social is by the way to so Jason Nicholas ad on Facebook and Linkedin and also follow me on Instagram @ underscore BJ's also, can you please like and share the building Empires?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\4zbCPDVoj2S6sRRg1gFVQI.json
149.900s,156.500s,"You know, we have you know wanna like for instance we have our own Disney movie how crazy is that?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5LMy0X033v10NUNH7fN1LQ.json
303.100s,315.200s,"So if you've been following the podcast, you know that I asked this question on my podcast to the guest I think in my only in my previous ones, you know, I asked him to questions like what are they most proud of about being an Islander?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5LMy0X033v10NUNH7fN1LQ.json
330.500s,333.500s,So I'm what does it mean to be too?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5LMy0X033v10NUNH7fN1LQ.json
333.200s,336.700s,What does it mean to to be an Islander for me man?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5LMy0X033v10NUNH7fN1LQ.json
841.600s,844.400s,Even our boys at the nines and how crazy was that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5LMy0X033v10NUNH7fN1LQ.json
1128.400s,1133.100s,Who else we have chance?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5LMy0X033v10NUNH7fN1LQ.json
1207s,1209s,"Now, what can we improve on?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5LMy0X033v10NUNH7fN1LQ.json
1552.900s,1554.500s,Will you do you work?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5LMy0X033v10NUNH7fN1LQ.json
1707.900s,1714.400s,And like who would have known under the leadership of Timo?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5LMy0X033v10NUNH7fN1LQ.json
2219.500s,2226.800s,"So what are what are you most proud of our being in all of the you know, send me your send me your answers and what do you think we can improve on?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5LMy0X033v10NUNH7fN1LQ.json
0.000s,7.600s,we're on okay who's nervous the host or the guess that's grow?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
103.200s,106s,Is it name?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
111.800s,115.100s,What made you pick this song for you interest on girls?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
116.100s,118.100s,Are you sure?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
140s,141.200s,Is that same time?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
190.400s,192.700s,I feel all that eyes and I where was I born?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
194.300s,196.400s,Were you born in Oakland?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
220s,227.800s,So on Sarah thinks that we're friends she goes when people say what are you there?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
275.900s,280.800s,So I'm so what are we getting to what glow is so whoever wants to explain what is going on?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
319.300s,322.400s,So why do girls get their lash extensions done?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
321.900s,326.400s,What did why don't they like their own lashes by their natural lashes know?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
370.600s,372.300s,"And so, how do you seek Asylum?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
371.800s,373.700s,Asylum? There are over 200?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
381.200s,389.700s,"But yes, so I used to have my lashes done went to this one place and I was like, you know What why should we be paying x amount of money?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
389.200s,391.500s,Why don't we just do each other?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
402.400s,405.300s,"Yeah, and then we literally what was it?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
432.700s,443.700s,"But yeah, we literally it was just one day to am American so he's went to go do a course and then what are your plans after what it will you going to all you trying to make out of this course?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
477.300s,478.200s,"I was like, why not?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
478s,479s,What do we have to lose?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
482.200s,494.900s,"I think that was one thing but I think the push was to actually just be with each other, you know, we literally hang out with each other every weekend, you know, what else could we do?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
496.100s,499s,What's another thing we could do to benefit?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
525.400s,536.300s,"So like what change your mind like what made you want to pursue something instead of having your normal like, you know, your mom on a five-year you think just what Sarah said about being spending time with each other?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
574s,579.900s,"So while we kind of went on like around the circle, but what is like a what does glow stand for?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
579.800s,580.700s,What does it mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
636.700s,637.900s,So what happened?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
637.600s,638.500s,Why not?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
638s,641.900s,What happened to the third person?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
718.100s,719.500s,So how did that conversation go?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
876.400s,888.900s,"I've been one for like two months but not like saying that I'm saying no me and Monica were friends, you know where you know, we want it to be like, let's say a typical Barbershop, you know, where all the girls come in?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
921s,922.400s,"So, what does that mean?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
930.600s,933.300s,So what's the purpose for going to like it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
933.100s,935.400s,Is there a bigger meaning to it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
935.100s,937.700s,Or do you always want to just do lashes?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
937.200s,939.100s,Like what's the purpose?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
949.500s,950.900s,So what's the purpose for glow?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
1019.600s,1024.300s,And I'm like half want to talk half don't is it hotter with they talk?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
1024s,1027.100s,Like does it affect whether you can lash them properly or not?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
1070.200s,1075s,Was it funny?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
1087.200s,1095.400s,I don't know if you had any influences or Role Models like but what made you want to get out you already talked about what made you want to get into business?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
1120.900s,1127.300s,We watched a bit of his it does he kind of influenced a business a little as when you meet influences can be anyone right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
1149.400s,1158.100s,She started taking fit if anyone wants to work out best gym in the southey's women's-only we can make a fucking what are you here?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
1222s,1241.900s,What about Jason is even an influence and I think So is that supportive?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
1270.200s,1274.100s,"Now, would you guys like to see us fall?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
1286s,1291.300s,"Going anyways, let's talk about so what's next what's next for you?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
1291.300s,1293s,Got any feature produce?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
1342.400s,1345.400s,So what kind of customers are you targeting like?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
1362.300s,1367.400s,"But yeah, so what kind of customers are you trying to get at?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
1367.300s,1370s,All look at anyone?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
1490.700s,1495.700s,"What wait, what do you have for breakfast breakfast our protein?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\5zHs40xmUPHZUMdfKfB2GP.json
