start_time,end_time,sent_end_time,sentence,filename,category,inter_freq
3853.400s,3858s,3861.600s,you rather drink 2 liters of sweat or 2 liters of piss?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
707.100s,714.400s,715.200s,"I should really get a nutritionist but this is my way so I just watch what I eat the last two days, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
4572.800s,4576.800s,4576.800s,where can everyone find you check me out on Facebook?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
835.700s,839.700s,839.900s,"what it is, why do people just eat whatever after likes?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
461.200s,465s,465s,is the thing in life that it's going to go through the more satisfaction?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/9/show_09RrfSoEP6J2udiK3ivjij/6WMp33yeGB4jOWb14H9DEn.json,Society & Culture,0.00057
391.900s,433.800s,433.800s,"I just feel like I know long run if you're not following that sort of like it sounds so cheesy, but like that passion you have in you know that you want to do a deep down like in the long run you're gonna end up like suffering like severely because you're just sort of so placing like me to like do we actually want to do to not mean it's just don't understand that like why I thought um, which are be discarded because it's a double-edged sword as Is that the way to be fair the way of some teachers and school who are very very encouraging and I still see if any and for wind chill to their state and I commend them but on the other hand if you are doing like I sure something for example are die where teachers who are go?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/9/show_09RrfSoEP6J2udiK3ivjij/6WMp33yeGB4jOWb14H9DEn.json,Society & Culture,0.00057
233.200s,238.700s,238.700s,we're sort of Readjustment to make it even more so a mayor Is it where it's more?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/9/show_09RrfSoEP6J2udiK3ivjij/6WMp33yeGB4jOWb14H9DEn.json,Society & Culture,0.00057
687.800s,697.900s,697.900s,"is the main thing that you feel like, you know when you're feeling that way what is this or I things that go to try and get yourself out of that sort of like Fork like what?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/9/show_09RrfSoEP6J2udiK3ivjij/6WMp33yeGB4jOWb14H9DEn.json,Society & Culture,0.00057
1383.600s,1393.300s,1393.800s,"yeah, do you think that you know that failure that you had you wouldn't be where you are today?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/9/show_09RrfSoEP6J2udiK3ivjij/6WMp33yeGB4jOWb14H9DEn.json,Society & Culture,0.00057
54s,65.500s,66.500s,a we do the Immaculate Conception since that was yesterday the great feast in the Mac exception and go with what were the objections towards and how do you respond to any that you get from this?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0nRsOIX29uQYXC6nVWXGuT/1CZnndqOm7UNXxi5k6qP5O.json,Religion & Spirituality,0.00089
147.100s,150.100s,151.300s,was the Genesis behind that idea?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0nRsOIX29uQYXC6nVWXGuT/27B3VqveF3FTMVxzzKXc4F.json,Religion & Spirituality,0.00044
1349.900s,1353.600s,1353.600s,what's this got to do with abortion?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0nRsOIX29uQYXC6nVWXGuT/27B3VqveF3FTMVxzzKXc4F.json,Religion & Spirituality,0.00044
1975.400s,1979.600s,1979.600s,what if what would your response be to people that would say this learning?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0nRsOIX29uQYXC6nVWXGuT/27B3VqveF3FTMVxzzKXc4F.json,Religion & Spirituality,0.00044
407.600s,412.500s,412.500s,you all this talk about or talk about that question itself?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0nRsOIX29uQYXC6nVWXGuT/27B3VqveF3FTMVxzzKXc4F.json,Religion & Spirituality,0.00044
426.600s,437.100s,437.100s,bought it for a couple seminarians also fantastic our on that word and the what it means for what a day is John?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0nRsOIX29uQYXC6nVWXGuT/27B3VqveF3FTMVxzzKXc4F.json,Religion & Spirituality,0.00044
1363.600s,1377.700s,1379.400s,"yeah, if you guys only saw the first two episodes and you might get maybe you might get bored in the biology guys, check out the last few when he talks about the modern-day inflammation of all these things would you get out of that job?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0nRsOIX29uQYXC6nVWXGuT/27B3VqveF3FTMVxzzKXc4F.json,Religion & Spirituality,0.00044
511.500s,528.400s,528.400s,"we understand that the science does not support evolution Concepts, it totally destroys those philosophical those philosophies from a scientific perspective alone, but Hugh, I mean theistic Evolution God could have done this right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0nRsOIX29uQYXC6nVWXGuT/27B3VqveF3FTMVxzzKXc4F.json,Religion & Spirituality,0.00044
437.100s,439s,440.300s,is that important for everybody?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0nRsOIX29uQYXC6nVWXGuT/27B3VqveF3FTMVxzzKXc4F.json,Religion & Spirituality,0.00044
462.300s,479.700s,480s,all they have to do is really look at the catechism paragraph 282 of the Catholic catechism says that the A question of Origins is is a doctor of a doctrine of major importance because it addresses those questions such as where did we come from?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0nRsOIX29uQYXC6nVWXGuT/27B3VqveF3FTMVxzzKXc4F.json,Religion & Spirituality,0.00044
45.300s,51.500s,52.100s,are we really doing when we throw away our innate faithfulness to Intrigue with our Neighbours wife?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0NpVLVfKd8mtKlBjmEj0vu/3JKSkP606P8IkM766e0lWK.json,Religion & Spirituality,0.003
85.300s,92.300s,92.300s,"of us accept Psychopaths have and our upbringing when it goes well, but why do we have such instincts?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0NpVLVfKd8mtKlBjmEj0vu/1A5heSQlZfmRHLT5LRR9wl.json,Religion & Spirituality,0.00448
92.300s,95.800s,97s,why is a good upbringing one that nurtures pro-social behavior?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0NpVLVfKd8mtKlBjmEj0vu/1A5heSQlZfmRHLT5LRR9wl.json,Religion & Spirituality,0.00448
68.600s,73.200s,73.500s,well the basic idea is that being good is its own reward?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0NpVLVfKd8mtKlBjmEj0vu/1A5heSQlZfmRHLT5LRR9wl.json,Religion & Spirituality,0.00448
97.300s,113.100s,114.400s,"are those judgments and decisions actually do or do not bring about the desired outcomes should be accepted with Equanimity in our Serenity should not depend on it sure we can get pissed off that the Universe because we didn't get a promotion, but would that be helpful?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0NpVLVfKd8mtKlBjmEj0vu/5q5T7gCVaxqX06JObDFALb.json,Religion & Spirituality,0.00244
54.800s,62.900s,63.700s,"you're listening to this podcast in order to become a better human being through your understanding and practice of stoicism, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0NpVLVfKd8mtKlBjmEj0vu/1sbuJTc0qJhmwQ0yUaNEpK.json,Religion & Spirituality,0.0033
80.800s,92.100s,93.300s,"yet the stoics also maintained that one can be a pro Captain which literally means one who makes progress, but how can one make progress towards something that is either complete or does not obtain?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/N/show_0NpVLVfKd8mtKlBjmEj0vu/2gyPuyhbn4gZ6RJfzzhNca.json,Religion & Spirituality,0.00251
544.800s,559.800s,561.200s,"don't think a sloth would be dangerous, but I could be wrong something that big could always pose a problem to your children that you let play outside or anyone that's smaller than it but what do you what did you think about his hog-nosed their story?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0f6hCFyGaMKJxlz9onQKvb/1xGW8Y0P40Mm31Iw5T9b8F.json,Society & Culture,0.00038
2133.300s,2137.600s,2139.100s,did those sightings sound similar to what you saw?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0f6hCFyGaMKJxlz9onQKvb/1xGW8Y0P40Mm31Iw5T9b8F.json,Society & Culture,0.00038
2698.100s,2717.900s,2719s,"significant other was driving at the time and I remember us pulling up real slow to these the entrance of the cemetery you gate we would have to climb it because it was locked up if you wanted to get in before we can do so her significant other just set there and she's like, what are you doing?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0f6hCFyGaMKJxlz9onQKvb/1xGW8Y0P40Mm31Iw5T9b8F.json,Society & Culture,0.00038
2455.300s,2460.700s,2460.700s,had a cousin named Jay will see my brother You Remember Jay?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0f6hCFyGaMKJxlz9onQKvb/1xGW8Y0P40Mm31Iw5T9b8F.json,Society & Culture,0.00038
2478.400s,2488.600s,2489.100s,how would win with him was he met someone got to know them and according to them?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0f6hCFyGaMKJxlz9onQKvb/1xGW8Y0P40Mm31Iw5T9b8F.json,Society & Culture,0.00038
2276.900s,2282.800s,2284.500s,what are these shadowy figures do exactly and you said they were on four legs?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0f6hCFyGaMKJxlz9onQKvb/1xGW8Y0P40Mm31Iw5T9b8F.json,Society & Culture,0.00038
956.800s,959.800s,961.300s,did I not see the front of the ear sticking out the other?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0f6hCFyGaMKJxlz9onQKvb/1xGW8Y0P40Mm31Iw5T9b8F.json,Society & Culture,0.00038
386.100s,389.300s,391.600s,this sound similar to what you experienced?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0f6hCFyGaMKJxlz9onQKvb/1xGW8Y0P40Mm31Iw5T9b8F.json,Society & Culture,0.00038
1762.400s,1765.300s,1765.400s,like you into it like you like a finger in your ass or what?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
1140.300s,1156.600s,1156.700s,"seen, you know, it's it's insane like that Greta chick, you know, there there was a photo posted way back in the early days of Other similar I mean this girl looks exactly like that chick, you know what I mean?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
1424.600s,1429s,1429.500s,that's is that why you speak Russian and all that stuff?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
2448s,2452.500s,2452.600s,you imagine the firm under cheese from under your nut sack on a hot?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
2215s,2217.800s,2217.800s,"mean also, I guess where would that one be?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
2878.300s,2891.200s,2891.200s,"notorious for you know certain, you know, Yahoo, Lions Filipinos than his, you know, the whatever anyways and Honda Civics are huge, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
981.900s,986.700s,987.500s,"controls the media controls the mind and that's something that even Donald Trump was saying, you know what I mean?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
158.100s,167.100s,167.100s,"think that so yes, I think there's definitely aliens do I believe that they're like the traditional Hollywood type of aliens?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
3393s,3411.200s,3411.300s,"do you have a boyfriend and I'm he's direct as fuck with her and he she's like no and he's like well put your number on my phone like just like that like put your number in my phone and like many hand the phone over to her and he's like are you on Snapchat and then like they exchange Snapchats and I'm like, what the fuck?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
705.100s,709.400s,709.500s,you imagine if they set out to do bigger things?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
2357.900s,2363.600s,2363.700s,"would you rather sweat melt melt, would you rather sweat?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
359s,362.300s,364s,you think having sex with the alien would be good?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
687.900s,691.100s,691.800s,how in the fuck are they always right?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
1172.400s,1179.500s,1180.100s,think everybody feels the same about that but the damn government and big farm don't wanna let him out because obviously that's a money killer right?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
1190.700s,1193.300s,1194s,"I guess that's one way of having population control, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
2684.200s,2687s,2687.700s,"don't I don't know who did it, but whoever did I man?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
1357.400s,1362.100s,1363.500s,so if you could time travel once where would you go?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
2601.300s,2607s,2608s,But he would squat it and he told me he actually what he did was he took the stock?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0fNhSmtyzHk4siGWFHgRoZ/7JPC1L3VZQNo0EzC63sEzf.json,Business,0.00104
2084.200s,2089.300s,2089.400s,how would somebody who wants to join and help the group?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0FUqB3Ggx2zjJCZ3BcNViz/1EE8Z6zydfKiHOUTFQgwvv.json,Society & Culture,0.001
1970.100s,1972.300s,1973.900s,you support the troops dear Republican?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0FUqB3Ggx2zjJCZ3BcNViz/1EE8Z6zydfKiHOUTFQgwvv.json,Society & Culture,0.001
1114.500s,1140.100s,1140.100s,haven't really seen anything any psychedelic experience turn out badly when approached in that way and I've seen a lot of absolutely almost unbelievable healing experiences come out of psychedelic you so I think it's absolutely one of our very best options for some of the most severe traumas that people face so I You want to interject there?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0FUqB3Ggx2zjJCZ3BcNViz/1EE8Z6zydfKiHOUTFQgwvv.json,Society & Culture,0.001
317.800s,327.400s,327.400s,"is it a time where I didn't know what I wanted to do and I thought I just want to get as many people this healing experience that I have had and so, how can I do that?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0FUqB3Ggx2zjJCZ3BcNViz/1EE8Z6zydfKiHOUTFQgwvv.json,Society & Culture,0.001
2031.600s,2042.200s,2042.400s,all want a better world and happier citizens and Who want to live and want to contribute to society?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0FUqB3Ggx2zjJCZ3BcNViz/1EE8Z6zydfKiHOUTFQgwvv.json,Society & Culture,0.001
708.700s,712.200s,712.300s,what does it mean to express yourself answer that one for me?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0FUqB3Ggx2zjJCZ3BcNViz/1EE8Z6zydfKiHOUTFQgwvv.json,Society & Culture,0.001
3679.900s,3682.800s,3682.800s,there anything else that you want to express to our viewers?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0FUqB3Ggx2zjJCZ3BcNViz/1EE8Z6zydfKiHOUTFQgwvv.json,Society & Culture,0.001
3009.200s,3011.600s,3012.100s,"I said, hey Gabriel, how old are you?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0FUqB3Ggx2zjJCZ3BcNViz/1EE8Z6zydfKiHOUTFQgwvv.json,Society & Culture,0.001
99.500s,108.400s,108.700s,"did you experience that made you get into the idea of psychedelics because you started in mental health as a nurse and the regular system, correct?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0FUqB3Ggx2zjJCZ3BcNViz/1EE8Z6zydfKiHOUTFQgwvv.json,Society & Culture,0.001
1461.200s,1468.100s,1468.200s,where do you see conventional Health Care not being able to receive the benefit of what?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0FUqB3Ggx2zjJCZ3BcNViz/1EE8Z6zydfKiHOUTFQgwvv.json,Society & Culture,0.001
1818.400s,1827.800s,1828.100s,just it's kind of sad that that's the way that things are but by speaking up about this stuff it kind of helps to destigmatize it what other ways do you think we could help to work on?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/F/show_0FUqB3Ggx2zjJCZ3BcNViz/1EE8Z6zydfKiHOUTFQgwvv.json,Society & Culture,0.001
